"","Ratio.6hpi","Ratio.12hpi"
"AKT1",-0.824939548870528,0.429493299521247
"AKT2",0.15155716964784,-0.451278996405591
"AKT3",1.22720096223348,-1.01365188621767
"ATM",0.169332011309166,3.91447460674799
"ATR",-0.35611837611566,-0.592308894364866
"AURKA",-0.0170022031904164,0.606244283162096
"AURKB",-1.06219242271728,-0.0400840503670882
"BRAF",-0.169119392982023,5.04302782355164
"CAMK2A",-0.0465033477634451,0.861539122866311
"CAMK2B",0.415762295519783,0.935362191257261
"CAMK2G",1.1835859109126,2.18531325937263
"CAMK4",-0.325442797243974,-0.00382373197017989
"CAMKK2",-1.01788025370771,-0.12058746639255
"CDC7",-0.563040228676641,-0.174272602555935
"CDK1",-0.374269135374442,0.0814910263862312
"CDK12",-0.124170951773892,0.518694414033147
"CDK2",-0.126203870116083,-0.853380818578586
"CDK3",0.814193118227444,0.871556824367109
"CDK4",-0.0393810964840452,0.376766343243596
"CDK5",-0.949345814102648,0.0474983110140372
"CDK6",0.4776949647417,0.563191589407255
"CDK7",-0.182612960324532,0.291760174363613
"CDK9",0.450563635751914,0.476262299927131
"CHEK1",-0.200560286445721,0.304210877198695
"CSNK1A1",0.54103756133953,0.772206856273458
"CSNK2A1",-0.309399788960537,0.308848720670944
"CSNK2A2",-0.665985768217266,0.0953170258827753
"DYRK1A",-0.70936650289957,2.10040748354533
"DYRK2",-3.8457781045173,-0.116086797354212
"GRK6",0.580544660412973,-0.100916532944633
"GSK3A",-0.226737998358701,0.253517394123654
"GSK3B",-0.63761844772122,-0.258585846477332
"HIPK2",-0.46259886291626,-0.00117237916861475
"IKBKB",-0.0849052485444931,0.391581350255046
"INSR",-0.0719460107046225,1.1598231643763
"KSR1",0.0166224252404162,5.45436270636207
"LATS1",-0.300641193897478,-0.637545312766609
"MAP2K1",-0.0759690735907838,4.73049318427047
"MAP2K2",-0.0223308500141211,7.14338239940098
"MAP2K3",0.560922873891956,0.852454308036477
"MAP2K4",0.172997375856192,1.77751055636526
"MAP2K6",0.380957395045341,1.99518754701736
"MAP3K1",0.172997375856192,1.77751055636526
"MAP3K14",-0.0223308500141211,7.14338239940098
"MAP3K3",0.074099114442935,2.41177181789288
"MAP3K5",0.172997375856192,1.77751055636526
"MAP3K6",0.172997375856192,1.77751055636526
"MAP3K7",0.337942995238844,1.29471429413526
"MAP3K8",-0.579985926354045,-0.246157647172431
"MAPK1",-1.45641024128148,3.70701608760222
"MAPK10",0.463437801154899,0.200753772233015
"MAPK11",-2.84410994720083,-0.427734690985483
"MAPK12",-2.2191712806559,0.0244146829173612
"MAPK13",-1.92477470255949,1.05108024659322
"MAPK14",-0.759248267346734,1.3061170896568
"MAPK3",-0.930929846941115,4.80897289286759
"MAPK7",0.206974612743955,2.07516538465761
"MAPK8",-0.530796178120645,0.0640641987852859
"MAPK9",-0.653713209181453,0.46987060676068
"MAPKAPK2",0.453863005164418,1.81630923960495
"MARK1",0.828130305747351,-0.211131414795598
"MARK2",0.0542270070537188,0.394483120309835
"MELK",0.96198530651798,0.00091672298313032
"MTOR",0.312561262618348,-0.105044270888097
"NEK6",0.129623786349527,0.0178767188266282
"NLK",-1.7271912938379,-0.0368453770778379
"OXSR1",-0.60861291463508,0.580097359689548
"PAK1",-0.546385539790045,3.82598885031339
"PAK2",-0.326530200605248,0.799476547183767
"PAK4",-0.761521525634095,0.128373638696306
"PIK3CA",-0.788140854831303,-0.0616638546424047
"PIM1",-0.0367866194124899,0.0201217508903587
"PIM2",0.27735883214698,0.170130915426975
"PIM3",-0.377893471137475,0.626926156787188
"PKM",0.0964803154962406,1.2608407303819
"PLK1",-0.285611962814872,-0.253846429323159
"PRKAA1",0.546979317112763,0.105726973951823
"PRKAA2",-0.657466522686405,-0.381460858732925
"PRKACA",-0.475253128264151,0.199294427072709
"PRKACG",-0.751624812749045,0.0482179463604489
"PRKCA",-1.72246275406419,1.39844707138928
"PRKCB",0.594463592492918,2.82761165548674
"PRKCD",0.701102874075619,1.2279163412749
"PRKCE",0.0599817284385031,-2.10024036129181
"PRKCG",0.161595800147179,-0.192079992829294
"PRKCQ",-0.267329242690347,7.16537635359193
"PRKCZ",0.04292388400371,0.883074788725686
"PRKD1",-0.145031107100483,1.1307322387853
"PRKDC",0.115249167153353,1.3178029207268
"RAF1",-0.292331681036349,5.35209928268959
"RET",0.144804667720299,4.10136937484001
"ROCK2",-0.390686773222395,-0.464868354154545
"RPS6KA1",0.263022572234706,1.96425480921787
"RPS6KA3",0.0155465820093201,0.746286352818018
"RPS6KA4",-0.316593666917075,-0.39185889794182
"RPS6KA5",-0.777367180101576,0.234055558760836
"RPS6KB1",1.22174866478573,1.9802892657192
"RPS6KB2",0.147909674056449,0.667524935759694
"SGK1",-1.35450574988578,0.189245587943939
"SRC",0.347992853018603,0.35464812235136
"SRPK1",0.601873447653951,-0.0849494929356009
"STK38",-0.255128175365771,-1.25501580795194
"SYK",0.214999316727058,1.9776451130032
"TAOK2",-0.0549476261439028,0.902397508555159
"ULK1",0.00179468577468793,-0.10379094316262
"VRK1",0.140445571595761,0.355363976896189
